ToolingStock,ToolingType,ToolingSize,Description,ControlLimit,SpecLimit,StoreID,ToolingQty,UTLSite,ActiveFlag,UpdateBy,CreateBy,UpdateTime,CreateTime,Remark,EquipModel,PartNo
DS000085,DIESET,NA0017,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,11:34.9,11:34.9,,,
DS000086,DIESET,NA0134,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,18:16.4,18:16.4,,,
DS000087,DIESET,NA0133,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,16:23.5,16:23.5,,,
DS000088,DIESET,NA0118,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,27:53.4,27:53.4,,,
DS000089,DIESET,NA0128,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,56:25.0,56:25.0,,,
DS000090,DIESET,NA0141,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,26:36.0,26:36.0,,,
DS000091,DIESET,NA0135/136,N/A,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,35:36.3,05:50.6,,,
DS000092,DIESET,NA0127,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,25:35.0,25:35.0,,,
DS000093,DIESET,NA0125,NA0125,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,54:11.8,54:11.8,,,
DS000094,DIESET,NA0131,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,58:31.6,58:31.6,,,
DS000095,DIESET,NA0142,ASM,4995000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,20:31.3,20:31.3,,,
DS000096,DIESET,NA0145,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,04:21.1,04:21.1,,,
DS000097,DIESET,NA0144,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,32:34.1,32:34.1,,,
DS000098,DIESET,NA0147,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,54:33.2,54:33.2,,,
DS000099,DIESET,NA0139,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,24:38.7,24:38.7,,,
EC000002,EJECTORCAP,2x0.2,ONS6x4,0,0,47085123,1,UTL1,FALSE,,,08:40.0,08:40.0,,,
EC000005,EJECTORCAP,5 Needle,224-40055P2-04,1995000,2000000,47085212,111,UTL1,TRUE,PE UTL1,,20:28.3,23:12.2,,,
EC000006,EJECTORCAP,2 Needle,224-40055P2-02,2995000,3000000,47085206,379,UTL1,TRUE,PE UTL1,,24:27.7,26:23.7,,,
EC000007,EJECTORCAP,4 Needle,224-40055P2-04,1995000,2000000,47085212,67,UTL1,TRUE,PE UTL1,,22:13.6,37:21.4,,,
EC000008,EJECTORCAP,5 x0.15 mm,224-4055NS1-07,1,1,47085215,1,UTL1,FALSE,,,56:02.5,41:31.0,,,
EC000009,EJECTORCAP,4 Needle,224-40055P2-03,1995000,2000000,47085211,51,UTL1,TRUE,PE UTL1,,22:40.4,45:28.9,,,
EC000010,EJECTORCAP,3 Needle,224-40055P2-06,1995000,2000000,47085214,55,UTL1,TRUE,PE UTL1,,47:41.1,46:21.8,,,
EC000011,EJECTORCAP,2 Needle,224-40055P2-09,2995000,3000000,47085221,155,UTL1,TRUE,PE UTL1,,27:44.1,09:18.1,,,
EC000012,EJECTORCAP,2x 0.15 MM,224-4055NS1-10,1,1,47085218,1,UTL1,FALSE,,,15:01.5,10:33.6,,,
EC000013,EJECTORCAP,2 Needle,S26-H01492,1995000,2000000,47040032,255,UTL1,TRUE,PE UTL1,,29:37.5,18:18.2,,,
EC000014,EJECTORCAP,2 x0.15 mm,S01-E55265,1,1,47085276,0,UTL1,FALSE,,,24:42.2,24:42.2,,,
EC000015,EJECTORCAP,2x0.15 mm,S01-E55265,1,1,47085276,6,UTL1,FALSE,,,32:50.9,32:20.1,,,
EC000016,EJECTORCAP,2X0.15 mm,224-4055NS1-10,1995000,2000000,47085218,0,UTL1,FALSE,PE ULT1,,47:17.9,00:36.0,,,
EC000017,EJECTORCAP,2x0.15 mm,224-4055NS1-10,1,1,47085218,0,UTL1,FALSE,,,14:18.7,14:18.7,,,
EC000018,EJECTORCAP,1 Needle,224-40055P2-10,2995000,3000000,47085222,342,UTL1,TRUE,PE UTL1,,32:40.4,19:24.7,,,
EC000019,EJECTORCAP,5x0.15 mm.,224-40055P2-01,1995000,2000000,47085205,9,UTL1,FALSE,PE UTL1,,39:16.6,29:12.0,,,
EC000020,EJECTORCAP,30*50,NCP302,500000,490000,NA0001,1,UTL1,FALSE,,Admin,47:02.4,47:02.4,,,
EC000021,EJECTORCAP,5 Needle,224-40055P2-07,1995000,2000000,47085219,64,UTL1,TRUE,PE UTL1,PE ULT1,20:45.4,10:53.6,,,
EC000022,EJECTORCAP,1 Needle,224-40055P2-10,1995000,2000000,47085222,25,UTL1,FALSE,PE UTL1,PE ULT1,33:31.3,45:22.4,,,
EC000023,EJECTORCAP,2 Needle,SH-014920,2995000,3000000,47085262,95,UTL1,TRUE,PE UTL1,PE ULT1,28:12.5,51:43.6,,,
EC000024,EJECTORCAP,5 Needle,224-40055P2-01,1995000,2000000,47085205,192,UTL1,TRUE,PE UTL1,PE ULT1,21:06.0,13:20.5,,,
EC000025,EJECTORCAP,5 Needle,ISL99390,1995000,2000000,47040005,127,UTL1,TRUE,PE UTL1,PE ULT1,12:46.2,28:59.5,,,
EC000026,EJECTORCAP,2 Needle,224-40055P2-02,1995000,2000000,47085206,84,UTL1,TRUE,PE UTL1,PE ULT1,30:03.9,00:33.9,,,
EC000027,EJECTORCAP,3 Needle,PP-AS-190,1995000,2000000,47040042,49,UTL1,TRUE,PE UTL1,ProcessU1,23:11.8,16:44.8,,,
EC000028,EJECTORCAP,2 Needle,PP-AS-179,1995000,2000000,47040024,58,UTL1,TRUE,PE UTL1,PE UTL1,30:36.3,38:27.8,,,
EC000029,EJECTORCAP,2 Needle,S26-H01492,2995000,3000000,47040031,15,UTL1,FALSE,PE UTL1,PE UTL1,28:31.7,21:42.0,,,
EC000030,EJECTORCAP,2 Needle,SH-014920,1995000,2000000,47085262,48,UTL1,TRUE,PE UTL1,PE UTL1,30:55.1,41:25.0,,,
EC000031,EJECTORCAP,0.5 mm,ASM,5995000,6000000,47085372,2,UTL2,FALSE,,PE UTL2,21:43.0,21:43.0,,,
EC000032,EJECTORCAP,1.0 mm,ASM,5995000,6000000,47085371,1,UTL2,FALSE,,PE UTL2,22:41.3,22:41.3,,,
EC000033,EJECTORCAP,2 Needle, PP-AS-179,1995000,2000000,47040024,14,UTL1,FALSE,PE UTL1,PE UTL1,31:36.4,46:01.7,,,
EC000034,EJECTORCAP,3 Needle,PP-AS-190,1995000,2000000,47040042,10,UTL1,TRUE,PE UTL1,PE UTL1,23:57.9,36:20.3,,,
EC000035,EJECTORCAP,2X0.20 mm.,S26-H01492,2995000,3000000,47040032,0,UTL1,FALSE,,PE UTL1,42:10.7,42:10.7,,,
EC000036,EJECTORCAP,2x0.15 mm.,S26-H01492,1995000,2000000,47040032,0,UTL1,FALSE,,PE UTL1,57:53.4,57:53.4,,,
EC000037,EJECTORCAP,2x0.15,S26-H01492,1995000,2000000,47040032,0,UTL1,FALSE,,PE UTL1,47:24.0,47:24.0,,,
EC000038,EJECTORCAP,2x0.15,,1995000,2000000,47040003,0,UTL1,FALSE,,PE UTL1,47:08.5,47:08.5,,,
EC000039,EJECTORCAP,5 Needle,ISL99360,1995000,2000000,47040006,21,UTL1,TRUE,,PE UTL1,16:05.1,16:05.1,,,
EC000040,EJECTORCAP,5 Needle,ISL99380,1995000,2000000,47040001,10,UTL1,TRUE,,PE UTL1,18:20.5,18:20.5,,,
EC000041,EJECTORCAP,4 Needle, PP-AS-218,1995000,2000000,47040049,1,UTL1,TRUE,,PE UTL1,10:33.9,10:33.9,,,
EC000042,EJECTORCAP,4 Needle, PP-AS-176,1995000,2000000,47040020,0,UTL1,TRUE,,PE UTL1,32:16.7,32:16.7,,,
EN000002,EJECTORNEEDLE,0.2,,5000000,4950000,47058001,1,UTL1,FALSE,,,07:14.3,07:14.3,,,
EN000004,EJECTORNEEDLE,0.15 mm.,x1,1995000,2000000,47085004,719,UTL1,TRUE,PE UTL1,,45:42.2,15:57.1,,,
EN000005,EJECTORNEEDLE,0.20 MM,,2995000,3000000,47085005,5,UTL1,FALSE,PE ULT1,,49:17.4,20:39.1,,,
EN000006,EJECTORNEEDLE,2X0.15 mm,S01-E55265,2995000,3000000,47085276,40,UTL1,FALSE,PE ULT1,,49:46.1,27:32.1,,,
EN000007,EJECTORNEEDLE,0.15 mm,,2000000,1995000,47085275,5,UTL1,FALSE,,,35:37.2,34:45.5,,,
EN000008,EJECTORNEEDLE,0.20 mm,,2000000,1995000,47085222,0,UTL1,FALSE,,,01:45.9,01:45.9,,,
EN000009,EJECTORNEEDLE,0.20 mm.,x1,2995000,3000000,47085009,849,UTL1,TRUE,PE UTL1,,47:11.3,03:31.2,,,
EN000010,EJECTORNEEDLE,0.10 mm,Stainless,495000,500000,47085193,11,UTL2,TRUE,,PE UTL2,18:02.6,18:02.6,,,
EN000011,EJECTORNEEDLE,2x0.15 mm.,S26-H01493,1995000,2000000,47040031,0,UTL1,FALSE,,PE UTL1,01:53.6,01:53.6,,,
EN000012,EJECTORNEEDLE,2x0.15,S26-H01493,1995000,2000000,47040031,0,UTL1,FALSE,,PE UTL1,18:41.6,18:41.6,,,
EN000013,EJECTORNEEDLE,2x0.15 mm.,S26-H01493,1995000,2000000,47040031,0,UTL1,FALSE,PE UTL1,PE UTL1,21:52.8,49:42.6,,,
EN000014,EJECTORNEEDLE,1x0.20 mm,224-40055NS1-10,1995000,2000000,47085218,0,UTL1,FALSE,PE UTL1,PE UTL1,46:11.5,14:07.4,,,
EN000015,EJECTORNEEDLE,2x0.20 mm.,224-40055NS1-02,1995000,2000000,47085204,0,UTL1,FALSE,PE UTL1,PE UTL1,02:47.1,17:20.3,,,
EN000016,EJECTORNEEDLE,3x0.15 mm.,224-40055NS1-06,1995000,2000000,47085210,0,UTL1,FALSE,,PE UTL1,58:41.4,58:41.4,,,
EN000017,EJECTORNEEDLE,2x0.20 mm.,224-40055NS1-09,1995000,2000000,47085217,0,UTL1,FALSE,,PE UTL1,01:52.3,01:52.3,,,
EN000018,EJECTORNEEDLE,5x0.15 mm.,224-40055NS1-07,1995000,2000000,47085215,1,UTL1,FALSE,,PE UTL1,54:46.8,54:46.8,,,
EN000019,EJECTORNEEDLE,4x0.15 mm.,224-40055NS1-03,1995000,2000000,47085207,0,UTL1,FALSE,,PE UTL1,50:28.4,50:28.4,,,
EN000020,EJECTORNEEDLE,5x0.15 mm.,224-40055NS1-01,1995000,2000000,47085203,1,UTL1,FALSE,,PE UTL1,20:42.1,20:42.1,,,
EN000021,EJECTORNEEDLE,4x0.15 mm.,224-40055NS1-04,1995000,2000000,47085208,0,UTL1,FALSE,,PE UTL1,44:26.8,44:26.8,,,
EN000022,EJECTORNEEDLE,5x0.15 mm.,ISL99360/80,1995000,2000000,47040008,1,UTL1,FALSE,PE UTL1,PE UTL1,52:38.6,24:44.2,,,
EN000023,EJECTORNEEDLE,3x0.20 mm.,NH-AS-190,1995000,2000000,47040041,0,UTL1,FALSE,,PE UTL1,07:32.0,07:32.0,,,
EN000024,EJECTORNEEDLE,2x0.15 mm.,NH-AS-179,1995000,2000000,47040028,0,UTL1,FALSE,,PE UTL1,42:42.1,42:42.1,,,
EN000025,EJECTORNEEDLE,3x0.15 mm.,NH-AS-190,1995000,2000000,47040041,0,UTL1,FALSE,,PE UTL1,40:28.9,40:28.9,,,
EN000026,EJECTORNEEDLE,2x0.20 mm.,S26-H01493,1995000,2000000,47040031,0,UTL1,FALSE,,PE UTL1,11:47.9,11:47.9,,,
EN000027,EJECTORNEEDLE,2 Needle,S26-H01493,1995000,2000000,47040031,15,UTL1,TRUE,PE UTL1,PE UTL1,54:19.8,59:29.4,,,
EN000028,EJECTORNEEDLE,4 Needle,224-40055NS1-03,1995000,2000000,47085207,7,UTL1,TRUE,PE UTL1,PE UTL1,35:05.2,20:48.3,,,
EN000029,EJECTORNEEDLE,2 Needle,224-40055NS1-02,1995000,2000000,47085204,51,UTL1,TRUE,PE UTL1,PE UTL1,19:39.5,22:57.1,,,
EN000030,EJECTORNEEDLE,2x0.20 mm.,S26-H01493,1995000,2000000,47040031,0,UTL1,FALSE,,PE UTL1,21:05.8,21:05.8,,,
EN000031,EJECTORNEEDLE,1 Needle,224-40055NS1-10,1995000,2000000,47085218,15,UTL1,TRUE,PE UTL1,PE UTL1,34:41.4,31:33.9,,,
EN000032,EJECTORNEEDLE,3 Needle,224-40055NS1-06,1995000,2000000,47085210,10,UTL1,TRUE,,PE UTL1,49:25.0,49:25.0,,,
EN000033,EJECTORNEEDLE,2 Needle,224-40055NS1-09,1995000,2000000,47085217,12,UTL1,TRUE,PE UTL1,PE UTL1,53:58.5,53:10.0,,,
EN000034,EJECTORNEEDLE,5 Needle,224-40055NS1-07,1995000,2000000,27085215,2,UTL1,TRUE,,PE UTL1,14:56.8,14:56.8,,,
EN000035,EJECTORNEEDLE,5 Needle,224-40055NS1-01,1995000,2000000,47085203,14,UTL1,TRUE,PE UTL1,PE UTL1,31:36.5,57:33.1,,,
EN000036,EJECTORNEEDLE,4 Needle,224-40055NS1-04,1995000,2000000,47085208,1,UTL1,TRUE,,PE UTL1,47:04.5,47:04.5,,,
EN000037,EJECTORNEEDLE,5 Needle,ISL99390,1995000,2000000,47040007,3,UTL1,TRUE,PE UTL1,PE UTL1,14:18.7,53:50.4,,,
EN000038,EJECTORNEEDLE,5 Needle,ISL99360,1995000,2000000,47040008,2,UTL1,TRUE,,PE UTL1,22:40.5,22:40.5,,,
EN000039,EJECTORNEEDLE,5 Needle,ISL99380,1995000,2000000,47040002,1,UTL1,TRUE,PE UTL1,PE UTL1,02:57.7,24:43.1,,,
EN000040,EJECTORNEEDLE,3 Needle,NH-AS-190,1995000,2000000,47040041,4,UTL1,TRUE,,PE UTL1,58:56.7,58:56.7,,,
EN000041,EJECTORNEEDLE,2 Needle,NH-AS-179,1995000,2000000,47040028,3,UTL1,TRUE,,PE UTL1,15:18.7,15:18.7,,,
EN000042,EJECTORNEEDLE,0.15 mm.,x2,1995000,2000000,47085004,67,UTL1,TRUE,PE UTL1,PE UTL1,43:49.1,41:26.0,,,
EN000043,EJECTORNEEDLE,0.15 mm.,x3,1995000,2000000,47085004,32,UTL1,TRUE,,PE UTL1,45:01.2,45:01.2,,,
EN000044,EJECTORNEEDLE,0.20 mm.,x2,2995000,3000000,47085009,68,UTL1,TRUE,PE UTL1,PE UTL1,48:14.8,46:44.9,,,
EN000045,EJECTORNEEDLE,0.20 mm.,x3,2995000,3000000,47085009,26,UTL1,TRUE,PE UTL1,PE UTL1,48:25.9,47:43.8,,,
EN000046,EJECTORNEEDLE,0.15 mm.,x4,1995000,2000000,47085004,35,UTL1,TRUE,,PE UTL1,38:59.3,38:59.3,,,
EN000047,EJECTORNEEDLE,0.15 mm.,x5,1995000,2000000,47085004,53,UTL1,TRUE,,PE UTL1,40:26.3,40:26.3,,,
PA000001,PUNCHA,NA0005,ASM,5000000,4999000,47085238,23,UTL1,TRUE,PE ULT1,PE ULT1,47:48.8,46:19.5,,,
PA000002,PUNCHA,NA0005,JMJ,5000000,4999000,47085112,17,UTL1,TRUE,,PE ULT1,48:52.7,48:52.7,,,
PA000003,PUNCHA,NA0006,ASM,4999000,5000000,47085241,22,UTL1,TRUE,PE ULT1,PE ULT1,22:18.0,19:42.6,,,
PA000004,PUNCHA,NA0006,JMJ,4999000,5000000,47085113,8,UTL1,TRUE,,PE ULT1,21:00.3,21:00.3,,,
PA000005,PUNCHA,NA0007,ASM,4999000,5000000,47085336,10,UTL1,TRUE,,PE ULT1,03:35.2,03:35.2,,,
PA000006,PUNCHA,NA0007,JMJ,4999000,5000000,47085114,0,UTL1,TRUE,,PE ULT1,04:12.1,04:12.1,,,
PA000007,PUNCHA,NA0036,JMJ,4999000,5000000,1,3,UTL1,TRUE,,PE ULT1,17:31.2,17:31.2,,,
PA000008,PUNCHA,NA0037,JMJ,4999000,5000000,1,4,UTL1,TRUE,PE ULT1,PE ULT1,41:23.8,30:08.1,,,
PA000009,PUNCHA,NA0008,ASM,4999000,5000000,47085339,11,UTL1,TRUE,,PE ULT1,41:14.6,41:14.6,,,
PA000010,PUNCHA,NA0008,JMJ,4999000,5000000,47085115,10,UTL1,TRUE,,PE ULT1,42:15.3,42:15.3,,,
PA000011,PUNCHA,NA0009,ASM,4999000,5000000,47085342,19,UTL1,TRUE,,PE ULT1,55:10.8,55:10.8,,,
PA000012,PUNCHA,NA0009,JMJ,4999000,5000000,47085116,10,UTL1,TRUE,,PE ULT1,55:47.9,55:47.9,,,
PA000013,PUNCHA,NA0010,ASM,4999000,5000000,47085345,4,UTL1,TRUE,,PE ULT1,08:48.9,08:48.9,,,
PA000014,PUNCHA,NA0010,JMJ,4999000,5000000,47085117,3,UTL1,TRUE,PE ULT1,PE ULT1,22:29.3,09:20.3,,,
PA000015,PUNCHA,NA0011,ASM,4999000,5000000,47085348,3,UTL1,TRUE,,PE ULT1,21:22.6,21:22.6,,,
PA000016,PUNCHA,NA0011,JMJ,4999000,5000000,47085118,3,UTL1,TRUE,,PE ULT1,23:25.6,23:25.6,,,
PA000017,PUNCHA,NA0012,ASM,4999000,5000000,47085351,3,UTL1,TRUE,,PE ULT1,05:01.4,05:01.4,,,
PA000018,PUNCHA,NA0012,JMJ,4999000,5000000,47085242,1,UTL1,TRUE,,PE ULT1,05:38.2,05:38.2,,,
PA000019,PUNCHA,NA0013,ASM,4999000,5000000,47085354,3,UTL1,TRUE,,PE ULT1,14:34.5,14:34.5,,,
PA000020,PUNCHA,NA0013,JMJ,4999000,5000000,47085243,1,UTL1,TRUE,,PE ULT1,15:20.4,15:20.4,,,
PA000021,PUNCHA,NA0014,ASM,4999000,5000000,47085357,9,UTL1,TRUE,,PE ULT1,21:41.6,21:41.6,,,
PA000022,PUNCHA,NA0014,JMJ,4999000,5000000,47085244,9,UTL1,TRUE,,PE ULT1,22:12.4,22:12.4,,,
PA000023,PUNCHA,NA0015,ASM,4999000,5000000,47085360,14,UTL1,TRUE,,PE ULT1,29:04.0,29:04.0,,,
PA000024,PUNCHA,NA0015,JMJ,4999000,5000000,47085245,7,UTL1,TRUE,,PE ULT1,29:34.3,29:34.3,,,
PA000025,PUNCHA,NA0001,ASM,4999000,5000000,47085186,10,UTL1,TRUE,PE UTL1,PE ULT1,25:24.5,44:09.7,,,
PA000026,PUNCHA,NA0002,ASM,4999000,5000000,47085198,8,UTL1,TRUE,,PE ULT1,50:29.5,50:29.5,,,
PA000027,PUNCHA,NA0046,JMJ,4999000,5000000,1,1,UTL1,TRUE,,PE ULT1,58:43.7,58:43.7,,,
PA000028,PUNCHA,NA0033,ASM,4999000,5000000,47085284,77,UTL1,TRUE,,PE ULT1,13:00.7,13:00.7,,,
PA000029,PUNCHA,NA0052,JMJ,4999000,5000000,47050026,6,UTL1,TRUE,PE UTL1,PE ULT1,21:46.7,24:15.6,,,
PA000030,PUNCHA,NA0026,JMJ,4999000,5000000,47085294,6,UTL1,TRUE,,PE ULT1,34:38.5,34:38.5,,,
PA000031,PUNCHA,NA0025,JMJ,4999000,5000000,47085290,5,UTL1,TRUE,,PE ULT1,41:02.7,41:02.7,,,
PA000032,PUNCHA,NA0028,JMJ,4999000,5000000,47085302,24,UTL1,TRUE,,PE ULT1,51:20.8,51:20.8,,,
PA000033,PUNCHA,NA0027,JMJ,4999000,5000000,47085298,25,UTL1,TRUE,,PE ULT1,54:48.9,54:48.9,,,
PA000034,PUNCHA,NA0032,JMJ,4999000,5000000,47085318,9,UTL1,TRUE,,PE ULT1,05:27.0,05:27.0,,,
PA000035,PUNCHA,NA0031,JMJ,4999000,5000000,47085314,8,UTL1,TRUE,,PE ULT1,09:36.0,09:36.0,,,
PA000036,PUNCHA,NA0038,ASM,4999000,5000000,NA0038,8,UTL1,TRUE,,PE ULT1,14:31.9,14:31.9,,,
PA000037,PUNCHA,NA0038,ASM,4999000,5000000,1,0,UTL1,FALSE,,PE ULT1,40:32.3,40:32.3,,,
PA000038,PUNCHA,NA0039,ASM,4999000,5000000,NA0039,9,UTL1,TRUE,,PE ULT1,42:32.2,42:32.2,,,
PA000039,PUNCHA,NA0040,JMJ,4999000,5000000,1,4,UTL1,TRUE,,PE ULT1,55:47.6,55:47.6,,,
PA000040,PUNCHA,NA0041,JMJ,4999000,5000000,1,4,UTL1,TRUE,,PE ULT1,56:43.4,56:43.4,,,
PA000041,PUNCHA,NA0076,JMJ,4999000,5000000,47050048,32,UTL1,TRUE,PE UTL1,PE ULT1,41:23.6,32:45.0,,,
PA000042,PUNCHA,NA0075,A-ONE,4999000,5000000,47050091,17,UTL1,TRUE,PE UTL1,PE ULT1,57:05.3,34:35.7,,,
PA000043,PUNCHA,NA0063,ASM,4999000,5000000,n/a,2,UTL1,TRUE,,PE ULT1,08:34.8,08:34.8,,,
PA000044,PUNCHA,NA0064,ASM,4999000,5000000,n/a,1,UTL1,TRUE,,PE ULT1,08:58.8,08:58.8,,,
PA000045,PUNCHA,NA0047,410,4999000,5000000,47050085,18,UTL1,TRUE,PE UTL1,PE ULT1,47:45.8,02:05.1,,,
PA000046,PUNCHA,NA0048,410,4999000,5000000,47050130,10,UTL1,TRUE,PE UTL1,PE ULT1,54:27.3,02:33.4,,,
PA000047,PUNCHA,NA0023,N/A,4999000,5000000,N/A,6,UTL1,TRUE,,PE ULT1,44:03.8,44:03.8,,,
PA000048,PUNCHA,NA0077/94,ASM,4999000,5000000,N/A,30,UTL1,TRUE,PE UTL1,PE ULT1,16:45.8,50:47.9,,,
PA000049,PUNCHA,NA0089,Dark fish,4999000,5000000,n/a,1,UTL1,TRUE,,PE ULT1,15:29.6,15:29.6,,,
PA000050,PUNCHA,NA0088,NA0088,4999000,5000000,N/A,6,UTL1,TRUE,,PE ULT1,17:29.8,17:29.8,,,
PA000051,PUNCHA,NA0087,NA0087,4999000,5000000,N/A,16,UTL1,TRUE,,PE ULT1,17:53.4,17:53.4,,,
PA000052,PUNCHA,NA0073,N/A,4999000,5000000,N/A,2,UTL1,TRUE,,PE ULT1,13:36.1,13:36.1,,,
PA000053,PUNCHA,NA0074,N/A,4999000,5000000,N/A,3,UTL1,TRUE,,PE ULT1,15:02.5,15:02.5,,,
PA000054,PUNCHA,NA0102,VS0,4999000,5000000,N/A,22,UTL1,TRUE,,PE ULT1,02:51.9,02:51.9,,,
PA000055,PUNCHA,NA0079,NA0079,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,20:54.1,20:54.1,,,
PA000056,PUNCHA,NA0080,NA0080,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,23:03.7,23:03.7,,,
PA000057,PUNCHA,NA0091/143,A-ONE,4999000,5000000,N/A,4,UTL1,TRUE,PE UTL1,PE ULT1,20:50.8,55:43.5,,,
PA000058,PUNCHA,NA0092,A-ONE,4999000,5000000,NA0092,7,UTL1,TRUE,PE UTL1,PE ULT1,15:48.5,33:09.2,,,
PA000059,PUNCHA,NB0001,NB0001,4999000,5000000,NB0001,0,UTL1,FALSE,,PE ULT1,05:47.8,05:47.8,,,
PA000060,PUNCHA,NA0050,415,4999000,5000000,N/A,4,UTL1,TRUE,,PE ULT1,52:58.1,52:58.1,,,
PA000061,PUNCHA,testedit,testedit,2790,2790,2790,0,UTL1,FALSE,Admin,Admin,59:31.4,56:26.9,,,
PA000062,PUNCHA,NA0081,NA0081,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,11:00.8,11:00.8,,,
PA000063,PUNCHA,NA0108,NA0108,4999000,5000000,n/a,0,UTL1,TRUE,,PE UTL1,37:45.5,37:45.5,,,
PA000064,PUNCHA,NA0112,ASM,4995000,5000000,N/A,10,UTL1,TRUE,,PE UTL1,14:53.0,14:53.0,,,
PA000065,PUNCHA,NA0030,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,53:29.0,53:29.0,,,
PA000066,PUNCHA,NA0029,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,04:15.1,04:15.1,,,
PA000067,PUNCHA,NA0086,ADI,4999500,5000000,N/A,0,UTL1,TRUE,,PE UTL1,27:42.2,27:42.2,,,
PA000068,PUNCHA,NA0085,ADI,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,55:22.0,55:22.0,,,
PA000069,PUNCHA,NA0110/141,VIPER,4999000,5000000,47050554,9,UTL1,TRUE,PE UTL1,PE UTL1,32:06.3,47:30.6,,,
PA000070,PUNCHA,NA0098,ASM,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,09:38.7,09:38.7,,,
PA000071,PUNCHA,NB0001,NB0001,4995000,5000000,47050302,4,UTL1,TRUE,PE UTL1,PE UTL1,34:14.9,20:45.2,,,
PA000072,PUNCHA,NA0104,JMJ,4999000,5000000,47050303,2,UTL1,TRUE,PE UTL1,PE UTL1,14:34.8,56:34.4,,,
PA000073,PUNCHA,NA0124,AO0,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,09:45.1,09:45.1,,,
PA000074,PUNCHA,NA0136,ASM,4999000,5000000,N/A,2,UTL1,FALSE,,PE UTL1,12:15.7,12:15.7,,,
PA000075,PUNCHA,NA0123/138,ASM,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,06:45.7,57:01.7,,,
PA000076,PUNCHA,NA0130,ASM,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,44:22.9,44:22.9,,,
PA000077,PUNCHA,NA0078,NA0078,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,53:03.8,53:03.8,,,
PA000078,PUNCHA,NA0150,ASM,4999000,5000000,47089999,1,UTL1,FALSE,,PE UTL1,51:28.3,51:28.3,,,
PA000079,PUNCHA,NA0001,ASM,4999000,5000000,47085186,0,UTL1,FALSE,PE UTL1,PE UTL1,54:37.3,31:20.3,,,
PA000080,PUNCHA,NA0002,ASM,4999000,5000000,47085198,0,UTL1,FALSE,PE UTL1,PE UTL1,57:32.9,42:47.8,,,
PA000081,PUNCHA,NA0001_003,JMJ,4999000,5000000,47085110,0,UTL1,TRUE,,PE UTL1,09:17.2,09:17.2,,,
PA000082,PUNCHA,NA0002_065,JMJ,4999000,5000000,47085111,0,UTL1,TRUE,,PE UTL1,23:33.7,23:33.7,,,
PA000083,PUNCHA,NA0033,JMJ,4999000,5000000,47050031,2,UTL1,TRUE,PE UTL1,PE UTL1,20:26.0,18:56.8,,,
PA000084,PUNCHA,NA0121,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,08:33.4,08:33.4,,,
PA000085,PUNCHA,NA0017,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,08:24.0,08:24.0,,,
PA000086,PUNCHA,NA0134,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,14:40.9,14:40.9,,,
PA000087,PUNCHA,NA0133,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,14:31.2,14:31.2,,,
PA000088,PUNCHA,NA0118,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,20:33.4,20:33.4,,,
PA000089,PUNCHA,NA0128,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,54:45.4,54:45.4,,,
PA000090,PUNCHA,NA0141,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,24:19.3,24:19.3,,,
